,aggregate_1,aggregate_2,aggregate_3,aggregate_4,aggregate_5,aggregate_6,aggregate_7,aggregate_8,aggregate_9,aggregate_10,aggregate_11,aggregate_12,hvac_1,hvac_2,hvac_3,hvac_4,hvac_5,hvac_6,hvac_7,hvac_8,hvac_9,hvac_10,hvac_11,hvac_12,fridge_1,fridge_2,fridge_3,fridge_4,fridge_5,fridge_6,fridge_7,fridge_8,fridge_9,fridge_10,fridge_11,fridge_12,wm_1,wm_2,wm_3,wm_4,wm_5,wm_6,wm_7,wm_8,wm_9,wm_10,wm_11,wm_12,furnace_1,furnace_2,furnace_3,furnace_4,furnace_5,furnace_6,furnace_7,furnace_8,furnace_9,furnace_10,furnace_11,furnace_12,dw_1,dw_2,dw_3,dw_4,dw_5,dw_6,dw_7,dw_8,dw_9,dw_10,dw_11,dw_12,dr_1,dr_2,dr_3,dr_4,dr_5,dr_6,dr_7,dr_8,dr_9,dr_10,dr_11,dr_12,light_1,light_2,light_3,light_4,light_5,light_6,light_7,light_8,light_9,light_10,light_11,light_12,area,num_rooms,total_occupants
2986,195.346389771,152.451126099,236.624206543,223.211517334,406.962188721,700.921142578,746.135681152,1271.47058105,718.620483398,471.894714355,307.255645752,321.393066406,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,2310.0,6.0,2.0
3224,345.363342285,345.205810547,342.858825684,303.365875244,375.72668457,776.547363281,881.572692871,950.912109375,845.806152344,480.679351807,404.729888916,584.21697998,0.375138998032,4.00603294373,16.2033462524,34.5143852234,208.404052734,464.489501953,556.631469727,645.952026367,334.938568115,66.9558258057,4.7199139595,0.000679999997374,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.43304729462,3.99129414558,4.07578420639,4.85734224319,8.41952228546,1.31722807884,3.90131306648,6.16695404053,3.79882001877,3.58611607552,4.79457807541,3.08507514,2000.0,10.0,
3367,770.068054199,693.282714844,785.774963379,759.827026367,1123.08361816,1898.84667969,2019.37304688,2290.46801758,1860.79187012,1220.07983398,886.662719727,1050.3671875,0.743885993958,0.52530002594,20.5377521515,64.2750091553,290.18081665,824.413208008,893.96081543,1040.20678711,727.1328125,280.976196289,30.8767261505,3.31154894829,52.5956039429,52.9827461243,54.2080535889,59.1400413513,67.1287536621,68.9264144897,69.7964401245,72.4092025757,69.3744354248,67.835609436,60.0050697327,57.4065513611,5.23611927032,5.71422719955,4.49624490738,6.82849216461,5.7605009079,7.04940700531,8.24855327606,4.9961810112,6.9212269783,6.29467487335,7.31346797943,8.44310092926,99.3374252319,49.6464271545,44.8812599182,42.1957511902,114.935317993,277.721069336,302.366943359,339.091308594,258.931549072,118.329605103,80.3768997192,116.361686707,0.0904230028391,0.0493509992957,0.064906001091,0.0862409994006,0.244341000915,0.122077003121,0.117810003459,0.167687997222,0.147458001971,0.110517002642,0.0474300011992,0.0949280038476,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,164.965438843,135.115203857,178.120300293,160.399917603,182.655441284,181.267501831,201.549133301,248.66607666,223.576797485,231.704406738,190.522872925,241.95892334,2800.0,4.0,4.0
3456,380.942596436,299.296264648,287.500610352,313.991699219,483.534393311,840.551269531,796.180053711,841.173400879,762.051452637,410.527709961,350.391906738,350.026000977,0.0,0.0,0.0,18.0868778229,171.610168457,452.101501465,415.230529785,480.78604126,374.652404785,91.4750671387,4.02039813995,0.0,75.1071777344,66.867225647,72.8431625366,73.8374252319,76.1009597778,80.5788955688,85.5635528564,82.1081619263,90.8470687866,78.4017715454,65.9996643066,74.837059021,2.21742892265,2.02517604828,2.18837594986,2.14866399765,1.45933103561,2.13339805603,1.56719601154,1.52153408527,1.69923508167,1.69937098026,2.12103915215,1.32013499737,59.2673912048,30.8836803436,25.1375598907,20.0080986023,59.5577507019,126.588699341,117.571662903,130.601699829,107.799041748,33.0268707275,36.1007232666,68.459274292,0.765340030193,0.748714029789,1.68658697605,0.0,0.835022985935,2.60183310509,5.24761104584,0.845869004726,2.0580201149,2.37814712524,4.03647994995,5.44511699677,9.92118358612,5.33125114441,2.79002308846,1.97368299961,1.96028697491,0.830484032631,0.820828020573,0.10897000134,4.81740903854,15.7964849472,26.5524539948,7.38085603714,106.469825745,87.3835220337,80.9896011353,81.2835617065,71.271446228,76.5543670654,64.556602478,67.1676635742,78.7634506226,87.2367553711,123.476318359,89.6069641113,1720.0,10.0,2.0
3482,388.215148926,297.125457764,324.467254639,348.164428711,538.732788086,723.098388672,742.612243652,773.599365234,679.060119629,421.194580078,286.906066895,336.082672119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47.1455574036,1.69277501106,0.901476025581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27914714813,39.5672798157,37.9289207458,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.11302399635,0.877642035484,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.14620709419,11.7052316666,25.0122032166,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.1057004929,13.8947973251,14.4864654541,106.469825745,87.3835220337,80.9896011353,81.2835617065,71.271446228,76.5543670654,64.556602478,67.1676635742,78.7634506226,87.2367553711,123.476318359,89.6069641113,1840.0,9.0,1.0
3723,541.252685547,484.536315918,515.109069824,482.072479248,725.89630127,1358.32299805,1033.51123047,1508.69567871,1365.37414551,1028.60083008,768.252075195,903.04309082,0.525776028633,0.897787034512,26.7950935364,48.2178153992,184.446746826,496.093383789,389.763824463,682.442382812,544.19140625,254.136886597,54.9558677673,10.827249527,86.5123214722,78.1401596069,86.3941040039,83.7216033936,77.1509475708,54.3731079102,52.8921356201,64.0538253784,71.1261978149,68.7832565308,56.7885856628,49.2671585083,3.79439997673,3.42720007896,3.78921508789,3.67200016975,3.86816310883,3.5130841732,2.67496705055,4.57123184204,5.58273220062,5.50074100494,5.22614002228,5.82914733887,135.0806427,122.008323669,134.896057129,130.723205566,128.898147583,172.334945679,138.718399048,229.001098633,209.449386597,156.872787476,115.695487976,115.643722534,47.0505599976,42.4972801208,46.9862670898,45.5328025818,35.8101425171,4.23339128494,6.73036813736,13.3309755325,15.1726875305,13.8274431229,11.5007381439,15.2967195511,50.2270431519,52.786529541,54.1452560425,41.9189910889,49.9980049133,43.7934112549,32.8278160095,59.9032249451,68.1835021973,85.5590667725,80.2075653076,88.9342269897,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,1551.0,3.0,2.0
3778,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,334.357574463,678.758422852,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.4775519371,1.06760001183,,,,,,,,,,,,,4.25416517258,3.24810504913,4.40798091888,4.59826231003,5.622631073,3.90054798126,4.39953184128,5.1575961113,4.48667430878,3.44617199898,4.42783689499,3.4852039814,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.56952095032,16.4704494476,,,,,,,,,,,,,,,,,,,,,,,,,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,1262.0,5.0,2.0
3967,667.385192871,579.556396484,697.439453125,597.388305664,878.848815918,2171.58422852,1689.98498535,1629.62841797,1420.88513184,648.732543945,622.540161133,854.364624023,0.204594999552,0.18074400723,20.0213088989,51.0409698486,314.295501709,1085.20532227,770.102844238,760.184387207,554.079223633,130.714981079,25.5754966736,3.1437420845,36.502281189,35.3185882568,40.6135101318,38.5231895447,45.0362663269,55.8789672852,53.0668792725,48.7459373474,49.7481193542,45.2906341553,37.565612793,43.1078681946,4.15243721008,4.9389591217,5.38515806198,6.56987094879,6.08873701096,5.21660327911,7.74004936218,3.69007110596,4.62791013718,3.97278118134,5.2129650116,7.30945634842,66.5048522949,36.5380821228,41.9155082703,38.8193817139,117.166519165,354.277893066,290.42755127,284.594970703,225.781204224,56.9822845459,46.7045783997,76.1529464722,0.0896410048008,0.0706520006061,0.0972570031881,0.0727429986,0.048807002604,0.0697680041194,0.0628660023212,0.0618460029364,0.0739670023322,0.0504560023546,0.0683059990406,0.119934998453,0.130457997322,0.11913600564,0.104941003025,0.0657899975777,0.126446008682,0.0558280013502,0.13134200871,0.0963560044765,0.130866006017,0.0706859976053,0.121737003326,0.242777004838,97.1366424561,87.7363204956,97.00390625,94.0032043457,86.1612854004,54.3434257507,57.4041404724,68.3640213013,78.0124588013,78.2626647949,75.0656433105,79.0759277344,2500.0,10.0,2.0
4031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.204594999552,0.18074400723,20.0213088989,51.0409698486,314.295501709,1085.20532227,770.102844238,760.184387207,554.079223633,130.714981079,25.5754966736,3.1437420845,56.4209594727,53.8090629578,63.1804656982,58.4006958008,75.3756866455,73.5801010132,73.8614959717,64.1468353271,71.592338562,66.9668426514,52.9204406738,44.715423584,6.79826593399,5.18887615204,4.4884762764,4.63428497314,4.3139538765,3.42679214478,3.57736110687,2.02133393288,3.12470197678,3.02977395058,3.89473414421,4.20391321182,58.2440910339,27.8748664856,26.2930850983,21.7374916077,68.3783035278,147.017868042,155.124816895,166.70892334,130.535140991,45.1090774536,42.8143310547,77.7333679199,26.2379016876,23.7615795135,26.2550392151,25.6058769226,26.3640766144,24.9890480042,26.1225566864,26.0146579742,26.3869419098,31.7562732697,30.5304870605,31.7872467041,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,2050.0,10.0,3.0
4505,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,598.586181641,1093.03356934,762.632141113,570.605957031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,179.242614746,225.636642456,37.7707862854,4.96279287338,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.488615036,29.9335842133,36.5844268799,27.887752533,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,1580.0,3.0,2.0
4732,343.02142334,297.415893555,344.474975586,246.764038086,351.674713135,745.25982666,673.330932617,874.968383789,671.944519043,419.913604736,291.626098633,303.728881836,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,1500.0,6.0,2.0
4767,637.459228516,575.769592285,636.588134766,618.306884766,1039.36328125,1386.21948242,1721.92260742,1880.08215332,1529.5246582,1410.66491699,899.98840332,1106.44921875,6.8299202919,6.16896009445,6.8205871582,73.0716247559,307.931762695,579.574157715,753.325073242,835.039855957,591.663696289,252.512649536,36.5143699646,2.89644312859,42.3149032593,36.0047950745,40.0927658081,39.9069747925,50.8146324158,50.4640426636,53.8770980835,53.3067970276,48.4438285828,48.4370651245,45.8237037659,43.8791770935,0.000153000000864,0.000102000005427,0.000799000030383,0.000306000001729,0.000561000022572,0.000254999991739,0.000153000000864,0.0,0.0,0.0,0.000509999983478,0.0,77.1164703369,32.2019462585,24.4920883179,36.1650352478,118.569801331,219.217453003,281.561859131,304.678344727,232.934402466,562.682067871,168.43157959,236.522140503,9.56025600433,5.35092020035,7.3606262207,5.70015096664,9.05256843567,5.4172372818,9.31079769135,10.104765892,7.27849912643,6.10762405396,11.4221811295,11.4632024765,32.556224823,16.1935195923,14.5993108749,9.32087898254,14.7910203934,3.98192715645,13.0335435867,8.43934440613,13.3096570969,17.7063846588,39.5350990295,56.2392311096,62.2275161743,46.4853286743,46.9640312195,46.7107467651,66.0820922852,55.8472633362,49.7215995789,48.8951454163,52.3098831177,46.2988891602,61.1917037964,61.6302032471,2500.0,10.0,2.0
4957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1644.28356934,1537.15087891,1729.86889648,0.0,0.0,0.0,0.0,0.0191420018673,0.0,0.0,0.0,0.0,302.064758301,73.7734375,30.8947811127,52.5595474243,45.7989196777,52.4151153564,55.178855896,62.927318573,57.2918891907,58.9640426636,57.4486122131,65.5281143188,56.3255386353,53.09324646,51.9889068604,4.33637714386,4.31070709229,4.15187597275,4.44046831131,4.96889591217,4.04132509232,4.53041505814,3.50546813011,3.95438718796,5.07591104507,3.30612611771,3.11853098869,75.6939086914,46.0804710388,42.988735199,46.3779220581,72.6234207153,120.970031738,114.299041748,114.297714233,96.0330352783,41.2194595337,55.5923309326,95.9500274658,15.565659523,13.3996038437,11.5371694565,12.611246109,11.7694234848,10.444272995,12.9914512634,10.7390193939,11.4966068268,14.4144868851,13.5279541016,13.4261407852,0.0,0.0,0.0,0.0,0.00297500006855,0.0,0.0,0.0,0.0,87.517906189,80.1045150757,96.1699523926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.5133094788,0.0,75.0924835205,3300.0,13.0,5.0
5218,412.386566162,354.200164795,383.228210449,398.062225342,508.11239624,615.142028809,622.690490723,488.166503906,662.29296875,467.44543457,453.957733154,711.39465332,31.5864601135,28.595785141,29.7897644043,36.5497627258,68.5341720581,145.91015625,177.143936157,280.182006836,326.88092041,166.789672852,131.762542725,259.853515625,0.0531590022147,0.0412250012159,0.0332350023091,0.030022000894,0.0992119982839,0.0841160044074,0.254354000092,10.0356273651,37.1257896423,41.5657653809,33.6976737976,31.5926475525,,,,,,,,,,,,,28.9206886292,16.9861450195,11.9674224854,12.7619514465,17.1630134583,22.5173511505,24.335193634,19.2061080933,25.7403812408,13.408290863,14.4308748245,17.5485229492,,,,,,,,,,,,,0.653905034065,0.427550017834,0.482715010643,0.55963999033,1.61049497128,2.19735193253,144.203826904,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.426955014467,40.7100028992,66.5543060303,120.421150208,69.5340652466,204.340713501,2050.0,10.0,
5357,2794.09448242,2198.62084961,2247.74462891,2197.65722656,2313.22827148,2589.27978516,2817.80200195,2871.38354492,2607.29711914,2232.63305664,2173.43920898,2903.37695312,657.161682129,376.410186768,385.25112915,295.338775635,671.812927246,1293.00830078,1381.52111816,1527.75683594,1223.98364258,532.721130371,349.17855835,864.224365234,45.2351150513,44.8200073242,46.9988479614,47.5679397583,52.6571426392,53.2507171631,60.5699806213,56.7174758911,58.4473762512,53.3377037048,50.3603935242,47.1229286194,6.26966810226,6.75738096237,5.86381006241,7.05469417572,8.3325843811,8.06930541992,7.08435916901,6.81774806976,6.53610897064,7.06674718857,6.0899271965,6.13361692429,,,,,,,,,,,,,17.4117736816,18.3473186493,19.5210494995,18.1939945221,16.4975147247,14.1374044418,18.8186950684,16.9737701416,18.4353618622,12.1717453003,19.7847709656,23.4332427979,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.426955014467,40.7100028992,66.5543060303,120.421150208,69.5340652466,204.340713501,3200.0,7.0,5.0
5371,539.033752441,419.138549805,529.74230957,699.692932129,932.878967285,1348.53918457,1164.40771484,1534.87902832,1137.72558594,614.199462891,456.941375732,612.028259277,11.5889854431,4.00397586823,46.2614898682,145.89956665,347.617156982,694.897277832,604.703979492,822.16986084,533.547668457,143.417282104,24.2536449432,1.59310400486,175.031463623,158.016693115,174.532287598,176.310058594,190.090759277,184.801620483,171.811340332,188.821243286,174.973434448,175.492858887,157.175964355,158.561752319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.5334968567,11.8642835617,24.019317627,50.9906349182,109.404899597,197.359176636,171.328979492,227.331619263,158.062316895,48.8883781433,24.5173664093,34.598739624,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00113900005817,0.00142800004687,0.0,0.00210799998604,0.0,0.0,0.0,980.0,6.0,2.0
5439,540.360290527,366.259765625,432.261108398,425.000610352,547.140686035,974.286987305,974.088317871,1085.59350586,735.006835938,406.403839111,374.452423096,368.054290771,11.5889854431,4.00397586823,46.2614898682,145.89956665,347.617156982,694.897277832,604.703979492,822.16986084,533.547668457,143.417282104,24.2536449432,1.59310400486,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.00113900005817,0.00142800004687,0.0,0.00210799998604,0.0,0.0,0.0,1700.0,8.0,1.0
5746,659.141662598,525.083557129,576.672058105,689.408081055,1031.52148438,1502.43164062,1614.98986816,1843.32800293,1393.97460938,902.973937988,650.479858398,787.142883301,11.0740385056,2.35307192802,28.4615192413,119.13143158,345.579620361,672.633422852,704.013244629,820.099365234,523.983276367,169.247528076,23.6608562469,3.09496903419,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,65.7145690918,40.6826667786,46.422580719,57.09608078,91.1411361694,140.520492554,155.2527771,189.917770386,135.266448975,69.6832733154,53.9579658508,81.9549102783,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.300678998232,0.0456110015512,0.0515439994633,0.13091699779,0.348482996225,0.425952017307,0.653802990913,1.47340703011,1.17946004868,0.445077002048,0.0769420042634,0.187884002924,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1768.0,9.0,4.0
5785,729.420532227,659.823486328,723.114624023,841.320861816,968.274169922,1387.66882324,1415.7364502,1504.38574219,1298.97766113,630.302978516,464.120025635,650.923828125,0.0674559995532,0.100385002792,4.83862495422,60.2408447266,231.598861694,645.109008789,677.549316406,796.569946289,580.78692627,158.272155762,6.64876794815,0.0738140046597,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.9470844269,36.9592933655,33.9835090637,44.2663536072,28.3887767792,35.1723556519,23.0504016876,28.9403247833,26.0695171356,30.4391975403,38.6856765747,26.0937767029,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1900.0,11.0,2.0
5814,260.872894287,227.45753479,242.834564209,301.624206543,478.463195801,828.075439453,893.606872559,861.479858398,708.491577148,376.147247314,244.769897461,313.819122314,0.0109310001135,0.350710004568,15.5904960632,53.2212715149,199.986572266,490.392944336,524.546081543,519.302124023,369.842895508,100.375022888,4.71770429611,0.0124099999666,,,,,,,,,,,,,,,,,,,,,,,,,30.7331619263,12.4803123474,14.6609869003,20.0029659271,56.3681755066,121.630187988,128.617126465,129.547790527,96.5736694336,30.1206512451,22.9457836151,43.7770080566,,,,,,,,,,,,,28.3433189392,28.6287822723,15.9437389374,30.509305954,17.1064548492,24.5646095276,23.3393516541,27.1921806335,37.9241790771,35.141330719,32.8888626099,39.2723312378,42.6346740723,43.4625587463,38.7365913391,40.7992362976,40.7790908813,31.2785396576,34.9829750061,28.0884208679,32.1334342957,35.0019454956,30.3365859985,36.001953125,1060.0,6.0,2.0
5817,864.029174805,647.069152832,717.279724121,809.737487793,1076.29431152,1539.1315918,1510.59094238,1709.05908203,1519.19726562,1115.41101074,831.672668457,917.783752441,0.0109310001135,0.350710004568,15.5904960632,53.2212715149,199.986572266,490.392944336,524.546081543,519.302124023,369.842895508,100.375022888,4.71770429611,0.0124099999666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.6346740723,43.4625587463,38.7365913391,40.7992362976,40.7790908813,31.2785396576,34.9829750061,28.0884208679,32.1334342957,35.0019454956,30.3365859985,36.001953125,1908.0,10.0,4.0
6072,707.649108887,624.05279541,598.770812988,746.382141113,905.068847656,1149.93457031,1371.30541992,1607.0534668,1208.9855957,556.261413574,657.437927246,879.242919922,0.0148750003427,0.014348000288,6.38088226318,42.2804794312,188.112564087,426.044128418,445.320861816,545.423461914,335.307250977,60.7932929993,1.06533896923,0.00627300003543,99.9837341309,87.1964035034,97.2702255249,93.3513183594,119.652191162,131.622848511,140.150939941,134.748809814,116.51385498,106.057952881,97.7337799072,93.1855010986,,,,,,,,,,,,,37.8473052979,10.3878335953,11.7276201248,16.5287437439,49.0016174316,116.009567261,121.024330139,143.762420654,95.5420913696,22.0827960968,39.1613044739,80.9181289673,1.80444800854,0.00634100008756,0.00527000008151,0.010098000057,0.0085680000484,0.0049809999764,0.0084150005132,0.0114580001682,0.133432999253,0.00183600001037,0.0165580008179,0.0790840014815,29.7978382111,38.8666763306,45.3182258606,30.7290649414,40.2616119385,26.0718288422,40.6284370422,51.8243980408,35.6865692139,44.636341095,59.7261352539,70.0757217407,173.688537598,147.172958374,129.309539795,165.354095459,147.759262085,108.706329346,101.939926147,117.233940125,118.073944092,104.836723328,170.78817749,204.534286499,1700.0,8.0,2.0
6121,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0118660004809,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.8525657654,34.2373733521,37.9976348877,41.140663147,46.1335296631,48.5713806152,52.2669410706,52.0682640076,49.3118515015,49.6394386292,40.232131958,33.8730773926,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.3704605103,19.8411083221,14.9354009628,21.9090900421,18.738368988,10.2968149185,20.8709182739,17.9191741943,11.6028909683,12.0336370468,8.31879711151,10.0218229294,0.0,0.0,0.0,0.0,0.000884000037331,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.4554157257,7.80867815018,7.56204223633,11.3005466461,9.08656787872,5.33847618103,10.5447092056,8.39084339142,9.65122318268,12.7073640823,11.2932014465,9.98015594482,2200.0,3.0,4.0
6139,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,685.127197266,945.582580566,773.646484375,881.265869141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.15687561,81.7580032349,22.8682308197,40.6463050842,49.6332702637,45.6981773376,45.3094024658,57.7691955566,56.4639549255,68.8641967773,60.6333045959,68.2263717651,23.2221355438,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.00581216812,7.77729606628,6.8347992897,7.26352214813,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43.4836883545,26.8263568878,37.7121734619,87.1780929565,27.5754108429,25.1205425262,18.2721614838,23.7142868042,22.5771903992,25.0720939636,20.2861862183,30.1718215942,32.3336601257,26.5198478699,31.0146312714,32.4658508301,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,37.6251831055,91.8505783081,67.4269485474,76.3349990845,39.151763916,28.5194377899,35.2518119812,35.5136451721,33.3609886169,40.0083122253,48.7184486389,34.2968215942,35.0175704956,38.0296096802,42.1814041138,40.0971679688,2800.0,9.0,5.0
6266,732.89654541,662.02545166,774.557800293,752.867797852,1097.31384277,1735.11877441,1901.58520508,1997.75305176,1589.1394043,1073.95861816,682.608703613,654.967590332,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,180.15687561,81.7580032349,22.8682308197,40.6463050842,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.151763916,28.5194377899,35.2518119812,35.5136451721,33.3609886169,40.0083122253,48.7184486389,34.2968215942,35.0175704956,38.0296096802,42.1814041138,40.0971679688,2300.0,4.0,2.0
6636,389.175964355,227.640640259,256.814208984,229.909545898,523.722473145,1227.13049316,1033.13989258,1279.57116699,725.894958496,410.015472412,284.073059082,328.770477295,0.289544016123,0.112642005086,18.1616954803,10.4153900146,233.812835693,808.978149414,704.195495605,932.375671387,457.561462402,138.049041748,3.3750269413,14.2943487167,69.3194885254,58.99659729,69.7000045776,70.1351470947,74.5577011108,73.803527832,76.1165161133,80.3615341187,77.2956695557,78.9336547852,70.0984115601,72.6059799194,,,,,,,,,,,,,,,,,,,,,,,,,3.88898801804,3.10234713554,1.89561903477,2.8445930481,1.57406401634,3.1045229435,1.52809607983,3.05399894714,0.777835011482,1.55366396904,1.56141602993,3.16069102287,58.7497749329,23.9769535065,25.9942760468,11.448548317,21.1059932709,22.2859287262,21.2393932343,15.4481554031,11.9807157516,21.4959049225,25.266658783,27.7207279205,71.7763977051,48.8694419861,54.7635307312,49.1056404114,45.823841095,49.7121658325,46.9477615356,49.1838226318,48.5681495667,43.7817306519,0.0,38.9797935486,2000.0,7.0,1.0
6836,386.964813232,377.265869141,336.923065186,212.989944458,350.792816162,672.213012695,626.46484375,762.271484375,577.330200195,446.752532959,327.526702881,388.066314697,5.34412002563,0.36507499218,0.616079986095,3.49091601372,41.4679641724,236.286148071,243.065856934,310.910095215,191.51600647,51.4101448059,4.91857624054,0.33607301116,0.0,0.0,0.0,0.0,0.0,0.00256699998863,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000679999997374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.000289000017801,0.0,0.0,0.0,0.0,0.0,0.0,35.9501571655,27.1289234161,30.5128078461,18.592338562,26.1800346375,27.3417301178,26.92694664,24.1762619019,28.3223400116,33.9692459106,35.5009651184,40.1387519836,71.7763977051,48.8694419861,54.7635307312,49.1056404114,45.823841095,49.7121658325,46.9477615356,49.1838226318,48.5681495667,43.7817306519,0.0,38.9797935486,1215.0,5.0,1.0
6910,595.75604248,547.772033691,545.190429688,560.935913086,889.392028809,1117.13879395,1369.55004883,1607.19885254,1313.20727539,773.860046387,609.218261719,663.1015625,1.71696603298,2.45850610733,33.8579673767,58.2062339783,246.079544067,546.732971191,670.763366699,819.16796875,610.384887695,186.180801392,16.3100547791,1.49678206444,64.1000289917,56.4434013367,63.1938285828,58.5392799377,65.8428573608,63.1380195618,74.0795898438,76.606010437,72.9016265869,73.5216522217,63.5870742798,62.2948684692,,,,,,,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.1130189896,10.0447387695,10.8832979202,8.040184021,13.3127851486,7.69440412521,8.36066818237,9.02530002594,9.04592132568,8.96758556366,8.46227741241,8.49073505402,,,,,,,,,,,,,26.2314758301,30.3411941528,17.6324520111,19.8470077515,18.0848388672,13.0269298553,20.436668396,24.3267459869,24.9459018707,31.6475582123,31.796869278,95.9153518677,2698.0,12.0,4.0
