dataid,Energy_Audit__c,Duct_Leakage_Evaluation__c,Type__c,Fuel_Type__c,Manufacturer__c,Manufacturer_Other__c,Model__c,Model_Other__c,Manufacturing_Year__c,Location_of_Air_Handler__c,Type_of_Air_Handler__c,Gallons__c,Notes__c,BTUs__c,Seasonal_Energy_Efficiency_Rating__c,Annual_Fuel_Utilization_Efficiency__c,Combustion_Air_Provided__c,Timer_Attached__c,Water_Saving__c,Grill_in_Door__c,Closet_Door_Weatherstripped__c,Voltage__c,Amperage__c,Ice_Water_Dispenser_on_Door__c,Compartment_Configuration__c,Refrigerator_Coils__c,Water_Heater_Setpoint__c
2171,a0RG0000006CgcRMAS,,Dryer,Gas,GE,,DPXR483GA2WW,,2000,,,,,,,,0,0,0,0,0,120,6.0,0,,,
936,a0RG000000SZsHBMA1,,Clotheswasher,Electric,Whirlpool,,,WTW8200YW0,2012,,,,,,,,0,0,0,0,0,120,8.0,0,,,
936,a0RG000000SZsHBMA1,,Dryer,Electric,Estate,,TEDS840PQ1,,2006,,,,,,,,0,0,0,0,0,240,26.0,0,,,
410,a0RG000000SaPhKMAV,,Water Heater,Gas,Nameplate Illegible,,Illegible,,Post-1993,,,,Waterheater wrapped with insulation. Label not visible.,,,,1,0,0,0,0,,,0,,,Between Warm and Hot
410,a0RG000000SaPhKMAV,,Dryer,Electric,Kenmore,,,11064112200,2003,,,,,,,,0,0,0,0,0,240,28.0,0,,,
410,a0RG000000SaPhKMAV,,Clotheswasher,Electric,Kenmore,,,11020892990,1999,,,,,,,,0,0,0,0,0,120,10.0,0,,,
410,a0RG000000SaPhKMAV,,Freezer,Electric,GE,,,FCM7SUFWW,2012,,,,,,,,0,0,0,0,0,120,1.7,0,,,
410,a0RG000000SaPhKMAV,a0SG000000IMlW7MAL,Furnace/Air Handler,Gas,Carrier,,58PAV070-12,,1997,Closet,Up Flow,,"120V, amperage not visible on label.",66000,,80.00,0,0,0,0,0,,,0,,,
7982,a0RG000000P8BB2MAN,,Other,Electric,Haier,,,HVTM06ABS,2013,,,,,,,,0,0,0,0,0,120,0.8,0,,,
6101,a0RG000000Sb3AIMAZ,a0SG000000IN7KoMAL,Air Condenser/Compressor,Electric,Carrier,,,CA16NA024-A,2011,,,,,24000,16.00,,0,0,0,0,0,240,17.7,0,,,
6101,a0RG000000Sb3AIMAZ,a0SG000000IN7KoMAL,Furnace/Air Handler,Gas,Carrier,,,58MEC060-F-10112,2011,Attic,Horizontal,,,60000,,93.00,0,0,0,0,0,120,8.2,0,,,
6101,a0RG000000Sb3AIMAZ,,Water Heater,Gas,A. O. Smith,,GVR40300,,2011,,,40,"Gas appliance, no voltage, amperage, or wattage",40000,,,1,0,0,0,0,,,0,,,A
6101,a0RG000000Sb3AIMAZ,,Refrigerator,Electric,Amana,,ARB2117BS,,2011,,,,,,,,0,0,0,0,0,120,7.7,1,Side-by-Side,Underneath the Unit,
6101,a0RG000000Sb3AIMAZ,,Clotheswasher,Electric,Fischer-Paykel,,,WL42T26DW1,2001,,,,,,,,0,0,0,0,0,120,7.0,0,,,
6101,a0RG000000Sb3AIMAZ,,Microwave,Electric,Sharp,,R315JSF,,2005,,,,,,,,0,0,0,0,0,120,14.2,0,,,
6101,a0RG000000Sb3AIMAZ,,Dryer,Electric,Fischer-Paykel,,,DEIX2,2007,,,,,,,,0,0,0,0,0,240,24.0,0,,,
6101,a0RG000000Sb3AIMAZ,,Dishwasher,Electric,GE,,,GSD2100V00BB,2011,,,,,,,,0,0,0,0,0,120,5.2,0,,,
6101,a0RG000000Sb3AIMAZ,,Oven,Electric,Amana,,,AER5823XAS0,2011,,,,,,,,0,0,0,0,0,240,43.0,0,,,
2158,a0RG000000SaPheMAF,a0SG000000IMlWWMA1,Air Condenser/Compressor,Electric,Goodman,,,GSC130361DE,2007,,,,Tall grass growing around unit could impede performance.,36000,13.00,,0,0,0,0,0,240,16.4,0,,,
2158,a0RG000000SaPheMAF,a0SG000000IMlWWMA1,Furnace/Air Handler,Gas,Goodman,,GMS80703ANBD,,2008,Closet,Up Flow,,,70000,,80.00,0,0,0,0,1,120,12.0,0,,,
2158,a0RG000000SaPheMAF,,Water Heater,Gas,A. O. Smith,,GCV30100,,2007,,,26,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,A
2158,a0RG000000SaPheMAF,,Range,Gas,,Hotpoint,,RGB508PS1WH,1991,,,,,,,,0,0,0,0,0,120,5.0,0,,,
2158,a0RG000000SaPheMAF,,Refrigerator,Electric,Amana,,SXD26VW,,1999,,,,,,,,0,0,0,0,0,120,9.5,1,Side-by-Side,Underneath the Unit,
2158,a0RG000000SaPheMAF,,Microwave,Electric,Panasonic,,NN-SD787ST,,2008,,,,,,,,0,0,0,0,0,120,12.7,0,,,
2158,a0RG000000SaPheMAF,,Dishwasher,Electric,Kenmore,,,6651684992,1995,,,,,,,,0,0,0,0,0,120,11.0,0,,,
2158,a0RG000000SaPheMAF,,Dryer,Electric,GE,,,DX2300EG1WW,2007,,,,,,,,0,0,0,0,0,240,24.0,0,,,
2158,a0RG000000SaPheMAF,,Clotheswasher,Electric,Kenmore,,,,,,,,Manufacturers label not found.,,,,0,0,0,0,0,,,0,,,
5814,a0RG000000Sb5xcMAB,a0SG000000INAMHMA5,Furnace/Air Handler,Gas,Goodman,,GMP050-3,,1993,Attic,Horizontal,,,45000,,80.00,0,0,0,0,0,120,12.0,0,,,
410,a0RG000000SaPhKMAV,a0SG000000IMlW7MAL,Air Condenser/Compressor,Electric,Carrier,,,38CK036300,1993,,,,,36000,10.00,,0,0,0,0,0,240,19.9,0,,,
410,a0RG000000SaPhKMAV,,Refrigerator,Electric,Whirlpool,,,MBF2258XEW4,2012,,,,,,,,0,0,0,0,0,120,7.1,0,Freezer on Bottom,Underneath the Unit,
410,a0RG000000SaPhKMAV,,Dishwasher,Electric,Whirlpool,,GU2275XTVY2,,2011,,,,,,,,0,0,0,0,0,120,9.6,0,,,
410,a0RG000000SaPhKMAV,,Range,Gas,Frigidaire,,,LGGF3042KFA,2011,,,,"120V, amperage not listed.",,,,0,0,0,0,0,,,0,,,
7951,a0RG000000QtBkEMAV,,Dishwasher,Electric,KitchenAid,,,KUDE20IXWH4,2011,,,,,,,,0,0,0,0,0,120,15.0,0,,,
7951,a0RG000000QtBkEMAV,,Water Heater,Electric,GE,,,GE30M6A,2003,,,30,Setpoint dial not visible.,,,,0,0,0,0,0,240,18.8,0,,,
1697,a0RG000000Sb8TyMAJ,a0SG000000INBdwMAH,Furnace/Air Handler,Gas,Carrier,,,58STA070-13112,2008,Attic,Horizontal,,,66000,,80.00,0,0,0,0,0,120,6.8,0,,,
1697,a0RG000000Sb8TyMAJ,,Water Heater,Gas,A. O. Smith,,GCV40200,,2008,,,40,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,A
1697,a0RG000000Sb8TyMAJ,,Refrigerator,Electric,Samsung,,RFG297AARS,,2008,,,,,,,,0,0,0,0,0,120,10.0,1,French Doors (Bottom Freezer),Underneath the Unit,
1697,a0RG000000Sb8TyMAJ,,Microwave,Electric,GE,,,JVM1540SN1SS,2008,,,,,,,,0,0,0,0,0,120,13.1,0,,,
1697,a0RG000000Sb8TyMAJ,,Range,Gas,GE,,JGBP36SEM2SS,,2008,,,,,,,,0,0,0,0,0,120,5.0,0,,,
1697,a0RG000000Sb8TyMAJ,,Dishwasher,Electric,GE,,GLD4560N10SS,,2008,,,,,,,,0,0,0,0,0,120,9.9,0,,,
1697,a0RG000000Sb8TyMAJ,,Clotheswasher,Electric,LG,,,WT6001HVA,2013,,,,,,,,0,0,0,0,0,120,10.0,0,,,
1697,a0RG000000Sb8TyMAJ,,Dryer,Electric,LG,,,DLEX6001V,2013,,,,,,,,0,0,0,0,0,240,26.0,0,,,
1697,a0RG000000Sb8TyMAJ,a0SG000000INBdwMAH,Air Condenser/Compressor,Electric,Carrier,,24ABA436A310,,2008,,,,,36000,14.00,,0,0,0,0,0,240,22.0,0,,,
5814,a0RG000000Sb5xcMAB,,Water Heater,Gas,Kenmore,,,153.337563,1998,,,50,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,A
5814,a0RG000000Sb5xcMAB,a0SG000000INAMHMA5,Air Condenser/Compressor,Electric,Goodman,,,CKQ24-1B,1997,,,,,24000,14.00,,0,0,0,0,0,240,11.3,0,,,
5814,a0RG000000Sb5xcMAB,,Dishwasher,Electric,Maytag,,,MDBF550AWB,2003,,,,,,,,0,0,0,0,0,120,9.0,0,,,
5814,a0RG000000Sb5xcMAB,,Range,Gas,Kenmore,,,79071313708,2009,,,,Voltage and amperage for pilot.,,,,0,0,0,0,0,120,15.0,0,,,
5814,a0RG000000Sb5xcMAB,,Refrigerator,Electric,Kenmore,,,79579299902,2012,,,,,,,,0,0,0,0,0,120,5.2,0,Freezer on Top,Underneath the Unit,
5814,a0RG000000Sb5xcMAB,,Dryer,Electric,Kenmore,,,11062802101,2004,,,,,,,,0,0,0,0,0,240,28.0,0,,,
5403,a0RG000000SbT49MAF,a0SG000000INKM9MAP,Air Condenser/Compressor,Electric,Carrier,,24ABA430A310,,2007,,,,,30000,14.00,,0,0,0,0,0,240,18.7,0,,,
5403,a0RG000000SbT49MAF,,Dishwasher,Electric,Whirlpool,,GU2455XTSS3,,2007,,,,,,,,0,0,0,0,0,120,8.4,0,,,
5403,a0RG000000SbT49MAF,,Refrigerator,Electric,Whirlpool,,,ED5FHEXSS02,2007,,,,,,,,0,0,0,0,0,120,6.5,1,Side-by-Side,Underneath the Unit,
5403,a0RG000000SbT49MAF,,Oven,Electric,Whirlpool,,GBS307PRS01,,2007,,,,,,,,0,0,0,0,0,240,21.6,0,,,
5403,a0RG000000SbT49MAF,,Clotheswasher,Electric,Whirlpool,,WTW5300VW2,,2010,,,,,,,,0,0,0,0,0,120,10.0,0,,,
5403,a0RG000000SbT49MAF,,Range,Gas,Whirlpool,,,GLS3064RS01,2007,,,,,,,,0,0,0,0,0,120,1.0,0,,,
5403,a0RG000000SbT49MAF,,Dryer,Electric,Whirlpool,,LEQ9508PW0,,2005,,,,,,,,0,0,0,0,0,240,26.0,0,,,
5403,a0RG000000SbT49MAF,,Microwave,Electric,Whirlpool,,GT4175SPS-2,,2007,,,,,,,,0,0,0,0,0,120,13.8,0,,,
5403,a0RG000000SbT49MAF,a0SG000000INKM9MAP,Furnace/Air Handler,Gas,Carrier,,58STA070-12,,2007,Attic,Horizontal,,,66000,,82.00,0,0,0,0,0,120,6.8,0,,,
5403,a0RG000000SbT49MAF,,Water Heater,Gas,State Select,,GS6504YBRT,,2007,,,50,"Gas appliance, no voltage, amperage, or wattage.",40000,,,1,0,0,0,0,,,0,,,Low
2156,a0RG000000SZ3RpMAL,,Microwave,Electric,Magic Chef,,,MCM990ST,Post-1993,,,,120V. Label not accessible.,,,,0,0,0,0,0,,,0,,,
8669,a0RG000000SbT4EMAV,a0SG000000INKMdMAP,Furnace/Air Handler,Electric,Carrier,,,FX4CNF048,2009,Attic,Horizontal,,"Electric furnace, no BTUs or AFUE. HSPF not listed.",,,,0,0,0,0,0,240,7.5,0,,,
8669,a0RG000000SbT4EMAV,,Dishwasher,Electric,Whirlpool,,,GU2475XTVY0,2009,,,,,,,,0,0,0,0,0,120,9.6,0,,,
8669,a0RG000000SbT4EMAV,,Refrigerator,Electric,Samsung,,,RFG237AARS,2009,,,,,,,,0,0,0,0,0,120,5.1,1,French Doors (Bottom Freezer),Underneath the Unit,
8669,a0RG000000SbT4EMAV,,Microwave,Electric,Whirlpool,,GT4175SPS-3,,2009,,,,,,,,0,0,0,0,0,120,13.8,0,,,
8669,a0RG000000SbT4EMAV,,Clotheswasher,Electric,Samsung,,,WF448AAP/XAA,2009,,,,,,,,0,0,0,0,0,120,10.0,0,,,
8669,a0RG000000SbT4EMAV,,Dryer,Gas,Samsung,,DV448AGPXAA,,2009,,,,,,,,0,0,0,0,0,120,6.0,0,,,
8669,a0RG000000SbT4EMAV,a0SG000000INKMdMAP,Air Condenser/Compressor,Electric,Carrier,,,25HBB548A300,2009,,,,,,15.00,,0,0,0,0,0,240,29.8,0,,,
8669,a0RG000000SbT4EMAV,,Water Heater,Tankless,Noritz,,N0751MOD,,2009,,,0,,199900,,,1,0,0,0,0,120,2.0,0,,,120
8669,a0RG000000SbT4EMAV,,Range,Gas,Whirlpool,,,RBS307PVS00,2009,,,,,,,,0,0,0,0,0,120,32.5,0,,,
5938,a0RG000000Sb2eWMAR,a0SG000000INCb8MAH,Air Condenser/Compressor,Electric,Carrier,,,CAR3NA36-C,2012,,,,,36000,13.0,,0,0,0,0,0,240,19.0,0,,,
3938,a0RG000000Sb2eXMAR,a0SG000000INCb9MAH,Air Condenser/Compressor,Electric,Carrier,,24ABB330W310,,2011,,,,,30000,13.0,,0,0,0,0,0,240,16.8,0,,,
4495,a0RG000000Sb2eYMAR,a0SG000000INCbAMAX,Air Condenser/Compressor,Electric,Carrier,,24ABB330W310,,2012,,,,,30000,13.0,,0,0,0,0,0,240,16.8,0,,,
2606,a0RG000000Sb2eZMAR,a0SG000000INCbBMAX,Air Condenser/Compressor,Electric,Goodman,,,GSX130361BA,2012,,,,,36000,13.0,,0,0,0,0,0,240,22.0,0,,,
7114,a0RG000000Sb2eaMAB,a0SG000000INCbCMAX,Air Condenser/Compressor,Electric,Goodman,,GSX130361EA,,2012,,,,,36000,13.0,,0,0,0,0,0,240,19.1,0,,,
5909,a0RG000000Sb2ebMAB,a0SG000000INCbDMAX,Air Condenser/Compressor,Electric,Carrier,,,24ABB324W310,2011,,,,,24000,13.0,,0,0,0,0,0,240,17.6,0,,,
8061,a0RG000000Sb2ecMAB,a0SG000000INCbEMAX,Air Condenser/Compressor,Electric,Goodman,,,GSX130361CA,2010,,,,,36000,13.0,,0,0,0,0,0,240,18.7,0,,,
9775,a0RG000000Sb2edMAB,a0SG000000INCbFMAX,Air Condenser/Compressor,Electric,Carrier,,,24ABB336W310,2011,,,,,36000,13.0,,0,0,0,0,0,240,21.5,0,,,
8342,a0RG000000Sb2eeMAB,a0SG000000INCbGMAX,Air Condenser/Compressor,Electric,Goodman,,GSX130361EA,,2012,,,,,36000,13.0,,0,0,0,0,0,240,19.1,0,,,
5009,a0RG000000Sb2efMAB,a0SG000000INCbHMAX,Air Condenser/Compressor,Electric,Carrier,,24ABB330W310,,2012,,,,,30000,13.0,,0,0,0,0,0,240,16.8,0,,,
5938,a0RG000000Sb2eWMAR,a0SG000000INCb8MAH,Furnace/Air Handler,Gas,Carrier,,,58STX070-12,2012,Attic,Horizontal,,,51000,,80.0,0,0,0,1,0,120,7.2,0,,,
3938,a0RG000000Sb2eXMAR,a0SG000000INCb9MAH,Furnace/Air Handler,Electric,First Co.,,36CDXQ,,2012,Attic,Heat Pump,,,31600,,,0,0,0,1,0,120,2.3,0,,,
4495,a0RG000000Sb2eYMAR,a0SG000000INCbAMAX,Furnace/Air Handler,Electric,First Co.,,36CDXQ,,2012,Conditioned Space,Heat Pump,,,31600,,,0,0,0,1,0,120,2.3,0,,,
2606,a0RG000000Sb2eZMAR,a0SG000000INCbBMAX,Furnace/Air Handler,Natural Gas,Goodman,,GMS80403AXBA,,2012,Attic,Horizontal,,,32000,,80.0,0,0,0,0,0,120,8.1,0,,,
7114,a0RG000000Sb2eaMAB,a0SG000000INCbCMAX,Furnace/Air Handler,Natural Gas,Goodman,,GMS80403AXBA,,2012,Attic,Horizontal,,,32000,,80.0,0,0,0,0,0,120,12.0,0,,,
8061,a0RG000000Sb2ecMAB,a0SG000000INCbEMAX,Furnace/Air Handler,Natural Gas,Goodman,,GMS80403AXBA,,2012,Attic,Horizontal,,,32000,,80.0,0,0,0,1,0,120,12.0,0,,,
9775,a0RG000000Sb2edMAB,a0SG000000INCbFMAX,Furnace/Air Handler,Electric,First Co.,,36CDXQ,,2011,Conditioned Space,Heat Pump,,,36000,,,0,0,0,0,0,120,2.3,0,,,
8342,a0RG000000Sb2eeMAB,a0SG000000INCbGMAX,Furnace/Air Handler,Natural Gas,Goodman,,GMS80403AXBA,,2012,Attic,Horizontal,,,32000,,80.0,0,0,0,1,0,120,12.0,0,,,
5009,a0RG000000Sb2efMAB,a0SG000000INCbHMAX,Furnace/Air Handler,Electric,First Co.,,36CDXQ,,2012,Conditioned Space,Heat Pump,,,36000,,,0,0,0,1,0,120,2.3,0,,,
3938,a0RG000000Sb2eXMAR,,Water Heater,Gas,A. O. Smith,,GVR 50 300,,2011,,,50,,40000,,,0,0,0,1,1,120,3.0,0,,,
4495,a0RG000000Sb2eYMAR,,Water Heater,Gas,A. O. Smith,,GVR 50 300,,2012,,,50,,40000,,,1,1,0,0,0,120,3.0,0,,,
5909,a0RG000000Sb2ebMAB,,Water Heater,Gas,A. O. Smith,,,GVR 40 300,2012,,,40,,40000,,,1,0,0,1,0,120,3.0,0,,,
9775,a0RG000000Sb2edMAB,,Water Heater,Gas,A. O. Smith,,GVR 50 300,,2011,,,50,,40000,,,1,0,0,1,0,120,3.0,0,,,
5009,a0RG000000Sb2efMAB,,Water Heater,Gas,A. O. Smith,,GVR 50 300,,2013,,,50,,40000,,,1,0,0,1,0,120,3.0,0,,,
5938,a0RG000000Sb2eWMAR,,Clotheswasher,Electric,Whirlpool,,,WFW9151YW00,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Clotheswasher,Electric,GE,,GTDP300GM/WS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Clotheswasher,Electric,GE,,,GCWN4950 D0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Clotheswasher,Electric,Whirlpool,,,WFW9351YW00,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Clotheswasher,Electric,Whirlpool,,,WFW70HEBW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Clotheswasher,Electric,GE,,GTWN4450M1WS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Clotheswasher,Electric,LG,,,WM3470HVA,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Clotheswasher,Electric,GE,,GTWN4450M1WS,,2011,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Clotheswasher,Electric,Whirlpool,,,WFW94HEAW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Clotheswasher,Electric,GE,,,GTWN42500D0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Dryer,Gas,Whirlpool,,,WGD9151YW0,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Dryer,Gas,GE,,GTDP300GM/WS,,2011,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Dryer,Gas,GE,,,GTDP490GD0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Dryer,Gas,Whirlpool,,,WGD9371YW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Dryer,Gas,Whirlpool,,,WGD70HEBW0,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Dryer,Gas,GE,,,GTDP300GM1WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Dryer,Gas,LG,,,DLGX3471V,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Dryer,Gas,GE,,,GTDP300GM2WS,2011,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Dryer,Gas,Whirlpool,,,WGD94HEAW2,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Dryer,Gas,GE,,,GTDP4906D0WS,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Dishwasher,Electric,KitchenAid,,,KUDS30FXSS8,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Dishwasher,Electric,GE,,GLD4560V00SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Dishwasher,Electric,GE,,GLDA696P02SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Dishwasher,Electric,Whirlpool,,,WDT710PAVM3,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Dishwasher,Electric,Whirlpool,,WDT710PAYM4,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Dishwasher,Electric,GE,,GLD4560V00SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Dishwasher,Electric,Whirlpool,,,WDT710PAYM3,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Dishwasher,Electric,GE,,GLDA696P02SS,,2010,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Dishwasher,Electric,Whirlpool,,WDT710PAYM4,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Dishwasher,Electric,GE,,GLD4560V00SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Oven,Gas,KitchenAid,,,KEBS109BSS00,2013,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Range,Gas,KitchenAid,,,KFGS306VSS03,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Range,Gas,Whirlpool,,,WOS92EC0AS00,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Range,Gas,Whirlpool,,WOS92EC0AS01,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Range,Gas,Whirlpool,,WOS92EC0AS01,,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Range,Gas,GE,,JGBS23SET1SS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Range,Gas,Whirlpool,,WOS92EC0AS01,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Range,Gas,GE,,,JGBS215ET1SS,2012,,,,,,,,0,0,0,0,0,,,0,,,
5938,a0RG000000Sb2eWMAR,,Refrigerator,Electric,KitchenAid,,KFCS22EVMS8,,2013,,,,,,,,0,0,0,0,0,,,0,,,
3938,a0RG000000Sb2eXMAR,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
4495,a0RG000000Sb2eYMAR,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
2606,a0RG000000Sb2eZMAR,,Refrigerator,Electric,Whirlpool,,,GSC25C6EYY02,2012,,,,,,,,0,0,0,0,0,,,0,,,
7114,a0RG000000Sb2eaMAB,,Refrigerator,Electric,KitchenAid,,KFCS22EVMS8,,2012,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8061,a0RG000000Sb2ecMAB,,Refrigerator,Electric,LG,,,LFX25991ST/02,2012,,,,,,,,0,0,0,0,0,,,0,,,
9775,a0RG000000Sb2edMAB,,Refrigerator,Electric,GE,,GTH20SBBASS,,2012,,,,,,,,0,0,0,0,0,,,0,,,
8342,a0RG000000Sb2eeMAB,,Refrigerator,Electric,Samsung,,,RFG237AARS,2013,,,,,,,,0,0,0,0,0,,,0,,,
5009,a0RG000000Sb2efMAB,,Refrigerator,Electric,GE,,GTH20SBBASS,,2011,,,,,,,,0,0,0,0,0,,,0,,,
5909,a0RG000000Sb2ebMAB,a0SG000000INCbDMAX,Furnace/Air Handler,Electric,Inaccessible,,Inaccessible,,,Conditioned Space,Heat Pump,,,,,,0,0,0,0,0,Inaccessible,,0,,,
5938,a0RG000000Sb2eWMAR,,Water Heater,Gas,Rheem,,RTG-84DVN,,2013,,,0.2,,180000,,,0,0,0,0,0,120,3.0,0,,,
2606,a0RG000000Sb2eZMAR,,Water Heater,Gas,Rheem,,,RTG-84XLN,2012,,,0.2,,180000,,,1,0,0,1,0,120,3.0,0,,,
7114,a0RG000000Sb2eaMAB,,Water Heater,Gas,Rheem,,RTG-84DVN,,2013,,,0.2,,180000,,,1,0,0,1,0,120,3.0,0,,,
8061,a0RG000000Sb2ecMAB,,Water Heater,Gas,Rheem,,,RTG-84DVLN,2012,,,0.2,,180000,,,1,0,0,0,0,120,2.0,0,,,
8342,a0RG000000Sb2eeMAB,,Water Heater,Gas,Rheem,,RTG-84DVN,,2012,,,0.2,,180000,,,1,0,0,1,0,120,3.0,0,,,
2974,a0RG000000SbnmpMAB,,Water Heater,Gas,A. O. Smith,,FSG40242,,2000,,,40,"Gas appliance, no voltage, amperage, or wattage.",32000,,,1,0,0,0,0,,,0,,,B
2974,a0RG000000SbnmpMAB,a0SG000000INbJrMAL,Furnace/Air Handler,Gas,Carrier,,,58PHA110-10120,2010,Attic,Up Flow,,,"110,000",,81.00,0,0,0,0,0,120,13.1,0,,,
2974,a0RG000000SbnmpMAB,,Water Heater,Gas,A. O. Smith,,FSG40242,,2000,,,40,"Gas appliance, no voltage, amperage, or wattage.",199000,,,1,0,0,0,0,,,0,,,C
2974,a0RG000000SbnmpMAB,a0SG000000INbY3MAL,Furnace/Air Handler,Gas,Lennox,,,EL180H070E36B01,2013,Attic,Horizontal,,,66000,,80.00,0,0,0,0,0,120,12.0,0,,,
2974,a0RG000000SbnmpMAB,,Refrigerator,Electric,KitchenAid,,,KSRS25IKSS01,2001,,,,,,,,0,0,0,0,0,120,6.5,1,Side-by-Side,Underneath the Unit,
2974,a0RG000000SbnmpMAB,,Dishwasher,Electric,Bosch,,,SHE3AR55UC/08,2012,,,,,,,,0,0,0,0,0,120,12.0,0,,,
2974,a0RG000000SbnmpMAB,,Range,Gas,Whirlpool,,,SC8720EDW1,2000,,,,,,,,0,0,0,0,0,120,10.0,0,,,
2974,a0RG000000SbnmpMAB,,Oven,Electric,Frigidaire,,,FFEW3025LSA,2011,,,,,,,,0,0,0,0,0,240,14.1,0,,,
2974,a0RG000000SbnmpMAB,,Microwave,Electric,Whirlpool,,,GT1195SHQ1,2000,,,,,,,,0,0,0,0,0,120,13.6,0,,,
2974,a0RG000000SbnmpMAB,a0SG000000INbJrMAL,Air Condenser/Compressor,Electric,Lennox,,,XC14-030-230-05,2013,,,,,30000,16.00,,0,0,0,0,0,240,17.2,0,,,
2974,a0RG000000SbnmpMAB,a0SG000000INbY3MAL,Air Condenser/Compressor,Electric,Carrier,,,24ABC660A300,2010,,,,,60000,16.00,,0,0,0,0,0,240,28.0,0,,,
